Item_Id,vtex_sku_id,status
1598085,1962,Mapped
1598151,23814,Mapped
1598194,958,Mapped
1598203,23045,Mapped
1598239,3972,Mapped
1598548,14362,Mapped
1598573,28757,Mapped
1598574,25362,Mapped
1598580,55278,Mapped
1598581,25260,Mapped
1598583,25261,Mapped
1599038,17279,Mapped
1599052,134761,Mapped
1599053,134763,Mapped
1599054,158560,Mapped
1599055,28769,Mapped
1599130,164698,Mapped
1599577,19020,Mapped
1599629,11093,Mapped
1599630,11095,Mapped
1599633,11206,Mapped
1599637,11196,Mapped
1599730,25359,Mapped
1599732,28842,Mapped
1599734,24813,Mapped
1599745,21627,Mapped
1600074,N/A,Unmapped
1600075,N/A,Unmapped
1601035,28848,Mapped
1601036,28849,Mapped
1601038,57036,Mapped
1601040,58096,Mapped
1601041,28851,Mapped
1601048,28853,Mapped
1601049,28854,Mapped
1601122,8223,Mapped
1601129,8315,Mapped
1601144,19748,Mapped
1601586,17926,Mapped
1601623,6246,Mapped
1601624,6243,Mapped
1601627,6829,Mapped
1601628,6835,Mapped
1602543,33698,Mapped
1602700,33718,Mapped
1602737,N/A,Unmapped
1603562,31,Mapped
1603563,1364,Mapped
1603564,42,Mapped
1603565,16542,Mapped
1603572,17664,Mapped
1603574,33732,Mapped
1603581,99572,Mapped
1604046,10081,Mapped
1604150,17013,Mapped
1604151,17006,Mapped
1604152,17007,Mapped
1604153,17008,Mapped
1604154,17009,Mapped
1604155,17010,Mapped
1604156,17011,Mapped
1604158,2413,Mapped
1604159,2412,Mapped
1604160,17014,Mapped
1604161,2414,Mapped
1604162,17015,Mapped
1604602,551,Mapped
1604603,550,Mapped
1604604,17548,Mapped
1604605,17544,Mapped
1604622,86933,Mapped
1605101,2876,Mapped
1605590,155671,Mapped
1606130,19744,Mapped
1606159,11069,Mapped
1606213,344,Mapped
1606217,341,Mapped
1606610,12011,Mapped
1606660,7682,Mapped
1606668,33846,Mapped
1606669,7371,Mapped
1607037,10263,Mapped
1607045,9333,Mapped
1607065,2831,Mapped
1607066,3228,Mapped
1607070,19195,Mapped
1607110,19428,Mapped
1607111,3892,Mapped
1607112,19433,Mapped
1607113,2607,Mapped
1607114,61,Mapped
1607121,3792,Mapped
1607125,33859,Mapped
1607542,33864,Mapped
1607543,33865,Mapped
1607545,12931,Mapped
1607557,19214,Mapped
1607558,19213,Mapped
1607589,N/A,Unmapped
1607647,100316,Mapped
1607649,65549,Mapped
1607675,9642,Mapped
1608137,33881,Mapped
1608138,33882,Mapped
1608149,24504,Mapped
1608153,3631,Mapped
1608156,58361,Mapped
1608160,58362,Mapped
1608955,100293,Mapped
1608966,16243,Mapped
1608972,65551,Mapped
1609027,9736,Mapped
1609039,33917,Mapped
1609040,N/A,Unmapped
1609041,N/A,Unmapped
1609042,N/A,Unmapped
1609043,N/A,Unmapped
1609069,5625,Mapped
1609077,25419,Mapped
1610062,N/A,Unmapped
1610063,N/A,Unmapped
1610064,N/A,Unmapped
1610065,N/A,Unmapped
1610068,N/A,Unmapped
1610070,N/A,Unmapped
1610071,N/A,Unmapped
1610072,N/A,Unmapped
1610123,33950,Mapped
1610160,22225,Mapped
1610161,22227,Mapped
1610168,33971,Mapped
1610169,23761,Mapped
1610170,33972,Mapped
1610171,23762,Mapped
1610172,23763,Mapped
1610175,23766,Mapped
1610176,23767,Mapped
1610177,23768,Mapped
1610178,33973,Mapped
1610179,23769,Mapped
1610181,23771,Mapped
1610182,23772,Mapped
1610223,33980,Mapped
1610253,926,Mapped
1610254,924,Mapped
1610255,925,Mapped
1610582,14312,Mapped
1610583,15764,Mapped
1610669,3540,Mapped
1610671,1709,Mapped
1610678,34009,Mapped
1611056,11391,Mapped
1611057,11392,Mapped
1611086,9174,Mapped
1611087,9178,Mapped
1611088,9173,Mapped
1611089,9176,Mapped
1611090,9172,Mapped
1611091,9175,Mapped
1611092,9177,Mapped
1611093,22910,Mapped
1611094,22908,Mapped
1611118,15681,Mapped
1611125,3047,Mapped
1611127,N/A,Unmapped
1611128,N/A,Unmapped
1611130,N/A,Unmapped
1611131,N/A,Unmapped
1611132,N/A,Unmapped
1611133,N/A,Unmapped
1611137,16142,Mapped
1611138,16141,Mapped
1611542,12120,Mapped
1611559,7635,Mapped
1611609,4462,Mapped
1611610,4469,Mapped
1611616,22153,Mapped
1611617,22154,Mapped
1611623,8165,Mapped
1611624,10638,Mapped
1611639,21530,Mapped
1612535,22658,Mapped
1612538,34059,Mapped
1612564,4196,Mapped
1612565,16191,Mapped
1612566,4197,Mapped
1612567,4195,Mapped
1612568,16192,Mapped
1613538,15909,Mapped
1613543,1779,Mapped
1613545,47241,Mapped
1613546,47242,Mapped
1613547,47240,Mapped
1613568,34084,Mapped
1613587,23342,Mapped
1613665,1091,Mapped
1613672,44310,Mapped
1613681,N/A,Unmapped
1613735,6338,Mapped
1613736,6336,Mapped
1613745,17596,Mapped
1613762,55280,Mapped
1613764,34114,Mapped
1614037,34127,Mapped
1614074,34131,Mapped
1614095,55281,Mapped
1614108,24192,Mapped
1614114,7475,Mapped
1614175,25153,Mapped
1614180,25405,Mapped
1614202,N/A,Unmapped
1614227,34146,Mapped
1614240,34158,Mapped
1614243,23994,Mapped
1614299,15844,Mapped
1614349,598,Mapped
1614350,17350,Mapped
1614535,18995,Mapped
1614536,5809,Mapped
1614544,34177,Mapped
1614551,12748,Mapped
1614552,12744,Mapped
1614553,12746,Mapped
1614593,4280,Mapped
1614638,N/A,Unmapped
1614639,N/A,Unmapped
1614640,N/A,Unmapped
1614641,N/A,Unmapped
1614669,N/A,Unmapped
1614676,34194,Mapped
1614694,N/A,Unmapped
1614715,4103,Mapped
1614767,55283,Mapped
1614837,15447,Mapped
1614840,15448,Mapped
1614841,15446,Mapped
1614849,23455,Mapped
1614957,N/A,Unmapped
1614958,N/A,Unmapped
1614959,N/A,Unmapped
1614960,N/A,Unmapped
1614961,N/A,Unmapped
1614993,10564,Mapped
1615008,8675,Mapped
1615009,8676,Mapped
1615018,11113,Mapped
1615019,34237,Mapped
1615051,21787,Mapped
1615054,21799,Mapped
1615055,7598,Mapped
1615061,21792,Mapped
1615066,58106,Mapped
1615067,58107,Mapped
1615076,23298,Mapped
1615100,25411,Mapped
1615101,25410,Mapped
1615589,N/A,Unmapped
1615632,13780,Mapped
1615685,34255,Mapped
1615686,34256,Mapped
1615689,34259,Mapped
1615690,34260,Mapped
1615773,N/A,Unmapped
1615774,N/A,Unmapped
1615775,N/A,Unmapped
1615776,N/A,Unmapped
1615777,N/A,Unmapped
1615778,N/A,Unmapped
1615779,N/A,Unmapped
1615781,N/A,Unmapped
1615782,N/A,Unmapped
1615783,N/A,Unmapped
1615784,N/A,Unmapped
1615785,N/A,Unmapped
1615786,N/A,Unmapped
1615787,N/A,Unmapped
1615838,17467,Mapped
1615839,597,Mapped
1615840,17464,Mapped
1615841,17465,Mapped
1615842,17466,Mapped
1615874,34274,Mapped
1615875,89149,Mapped
1615876,34275,Mapped
1615942,59565,Mapped
1615943,50293,Mapped
1615945,69223,Mapped
1615949,13292,Mapped
1616026,N/A,Unmapped
1616027,N/A,Unmapped
1616034,17151,Mapped
1616035,13656,Mapped
1616044,77274,Mapped
1616050,55839,Mapped
1616052,4971,Mapped
1616057,8340,Mapped
1616058,8339,Mapped
1616061,6687,Mapped
1616062,16495,Mapped
1616094,34291,Mapped
1616106,N/A,Unmapped
1616107,N/A,Unmapped
1616110,N/A,Unmapped
1616112,N/A,Unmapped
1616113,N/A,Unmapped
1616114,N/A,Unmapped
1616115,N/A,Unmapped
1616122,60684,Mapped
1616539,14651,Mapped
1616547,N/A,Unmapped
1616548,N/A,Unmapped
1616549,N/A,Unmapped
1616552,N/A,Unmapped
1616567,60685,Mapped
1616568,60686,Mapped
1616569,60687,Mapped
1616570,60688,Mapped
1616572,60690,Mapped
1616573,60691,Mapped
1616574,60692,Mapped
1616575,60693,Mapped
1616592,10683,Mapped
1616593,10680,Mapped
1616595,10684,Mapped
1616596,10685,Mapped
1616608,18994,Mapped
1616617,22028,Mapped
1616624,22018,Mapped
1616679001,6705,Mapped
1616680001,6706,Mapped
1616680002,6708,Mapped
1616681,127823,Mapped
1616717,N/A,Unmapped
1616718,N/A,Unmapped
1616719,N/A,Unmapped
1616720,N/A,Unmapped
1616773,11401,Mapped
1616774,15577,Mapped
1616775,15584,Mapped
1616777,165038,Mapped
1616780,15572,Mapped
1616783,N/A,Unmapped
1616784,N/A,Unmapped
1616787,N/A,Unmapped
1616788,N/A,Unmapped
1616789,N/A,Unmapped
1616791,N/A,Unmapped
1616845,N/A,Unmapped
1617039,11030,Mapped
1617050,11887,Mapped
1617051,24968,Mapped
1617052,24969,Mapped
1617053,12092,Mapped
1617056,17604,Mapped
1617057,17605,Mapped
1617342,2611,Mapped
1617350,21683,Mapped
1617362,134764,Mapped
1617364,83828,Mapped
1617385,N/A,Unmapped
1617464,34395,Mapped
1617470,89298,Mapped
1617471,987,Mapped
1617488,165745,Mapped
1617501,79495,Mapped
1617503,79497,Mapped
1617505,79498,Mapped
1617519,N/A,Unmapped
1617541,N/A,Unmapped
1617599,N/A,Unmapped
1617614,7076,Mapped
1617643,1815,Mapped
1618230,10568,Mapped
1618231,10566,Mapped
1618232,10567,Mapped
1618253,21666,Mapped
1618254,21668,Mapped
1618255,21669,Mapped
1618256,21667,Mapped
1618512,96780,Mapped
1618518001,7089,Mapped
1618518002,7090,Mapped
1618518004,20502,Mapped
1618518005,83817,Mapped
1618521001,7087,Mapped
1618521002,7085,Mapped
1618521004,97054,Mapped
1619202,36838,Mapped
1619226,61774,Mapped
1619227,61775,Mapped
1619231,61779,Mapped
1619271,N/A,Unmapped
1619273,N/A,Unmapped
1619274,3385,Mapped
1621197,10019,Mapped
1621506,36899,Mapped
1621509,N/A,Unmapped
1622673,156230,Mapped
1622691,N/A,Unmapped
1622692,N/A,Unmapped
1622696,61783,Mapped
1622697,61784,Mapped
1622741,37047,Mapped
1622771001,6757,Mapped
1622771004,6754,Mapped
1622787,48448,Mapped
1622788,48447,Mapped
1622799,12528,Mapped
1622800,12447,Mapped
1622811,22152,Mapped
1622836,10354,Mapped
1622841,10356,Mapped
1622842,9387,Mapped
1622843,24068,Mapped
1622844,24067,Mapped
1622868,37060,Mapped
1622869,37061,Mapped
1622874,22638,Mapped
1622875,22639,Mapped
1622876,47354,Mapped
1622951,37066,Mapped
1623063,22782,Mapped
1623064,22790,Mapped
1623073,11197,Mapped
1623078,23519,Mapped
1623185,N/A,Unmapped
1623186,N/A,Unmapped
1623235,N/A,Unmapped
1623236,N/A,Unmapped
1623237,N/A,Unmapped
1623244,61789,Mapped
1623264,37102,Mapped
1623291,68274,Mapped
1623306,11564,Mapped
1623309,37113,Mapped
1623312,54987,Mapped
1623344,17328,Mapped
1623345,557,Mapped
1623346,12762,Mapped
1623363,23626,Mapped
1623364,23627,Mapped
1623365,23629,Mapped
1623374,1925,Mapped
1623375,1927,Mapped
1623377,1924,Mapped
1623378,1926,Mapped
1623586,37150,Mapped
1623588,37152,Mapped
1623597,3926,Mapped
1623598,37153,Mapped
1623599,37154,Mapped
1623625,22109,Mapped
1623630,3374,Mapped
1623649,37167,Mapped
1623696,949,Mapped
1623698,15691,Mapped
1623699,15692,Mapped
1623700,15693,Mapped
1623706,15700,Mapped
1623715,15688,Mapped
1623789,23327,Mapped
1623970,N/A,Unmapped
1623982,13014,Mapped
1623983,5930,Mapped
1624000,8981,Mapped
1624001,201,Mapped
1624015,1854,Mapped
1624073,N/A,Unmapped
1624075,24462,Mapped
1624076,10986,Mapped
1624077,10988,Mapped
1624079,N/A,Unmapped
1624108,11501,Mapped
1624117,20921,Mapped
1624128,1407,Mapped
1624820,10456,Mapped
1624831,3924,Mapped
1624832,2612,Mapped
1624834,19582,Mapped
1624835,19554,Mapped
1624849,37239,Mapped
1624879,21827,Mapped
1624880,21828,Mapped
1624895,2793,Mapped
1624899,13719,Mapped
1624900,37245,Mapped
1625137,24852,Mapped
1625138,24851,Mapped
1625571,23694,Mapped
1625604,1008,Mapped
1626112,11375,Mapped
1626113,11376,Mapped
1626131,37329,Mapped
1627569,37337,Mapped
1627570,37338,Mapped
1627571,24428,Mapped
1627583,24756,Mapped
1627598,57064,Mapped
1628111,11148,Mapped
1628114,11146,Mapped
1628569,12795,Mapped
1628594,37387,Mapped
1628612,N/A,Unmapped
1628613,N/A,Unmapped
1628614,N/A,Unmapped
1628615,N/A,Unmapped
1628616,N/A,Unmapped
1628617,N/A,Unmapped
1628618,N/A,Unmapped
1628619,N/A,Unmapped
1628629,N/A,Unmapped
1628659,25185,Mapped
1628680,25216,Mapped
1628694,N/A,Unmapped
1628867,37461,Mapped
1628868,37462,Mapped
1628889,37468,Mapped
1628890,1898,Mapped
1628907,19359,Mapped
1628910,876,Mapped
1628918,3282,Mapped
1628931,16248,Mapped
1629045,10658,Mapped
1629046,24522,Mapped
1629048,10659,Mapped
1629058,1092,Mapped
1629080,2425,Mapped
1629096,37503,Mapped
1629121,16244,Mapped
1629123,16246,Mapped
1629124,16245,Mapped
1629127,4293,Mapped
1629159,11047,Mapped
1629160,11041,Mapped
1629161,11042,Mapped
1629162,11044,Mapped
1629164,11086,Mapped
1629169,N/A,Unmapped
1629210,103094,Mapped
1629215,46661,Mapped
1629276,98258,Mapped
1629571,61796,Mapped
1629573,61797,Mapped
1629603,11408,Mapped
1629635,50307,Mapped
1629636,N/A,Unmapped
1629637,N/A,Unmapped
1629638,N/A,Unmapped
1629639,N/A,Unmapped
1629640,N/A,Unmapped
1629641,N/A,Unmapped
1629642,N/A,Unmapped
1629643,N/A,Unmapped
1629644,N/A,Unmapped
1629645,N/A,Unmapped
1629646,N/A,Unmapped
1629647,N/A,Unmapped
1629648,N/A,Unmapped
1629649,N/A,Unmapped
1629650,N/A,Unmapped
1629660,N/A,Unmapped
1629661,N/A,Unmapped
1629690,N/A,Unmapped
1629691,N/A,Unmapped
1629692,N/A,Unmapped
1629704,N/A,Unmapped
1629705,N/A,Unmapped
1629706,N/A,Unmapped
1629707,N/A,Unmapped
1629709,1649,Mapped
1629713,N/A,Unmapped
1629714,N/A,Unmapped
1629716,N/A,Unmapped
1629718,N/A,Unmapped
1629726,37530,Mapped
1630079,61798,Mapped
1630093,1275,Mapped
1630094,1274,Mapped
1630118,8162,Mapped
1630120,7692,Mapped
1630158,7944,Mapped
1630159,12720,Mapped
1630160,12716,Mapped
1630161,182,Mapped
1630162,8289,Mapped
1630164,12719,Mapped
1630165,12718,Mapped
1630166,12715,Mapped
1630167,12717,Mapped
1630173,22196,Mapped
1630174,22197,Mapped
1630176,23999,Mapped
1630180001,57688,Mapped
1630180002,57689,Mapped
1630220002,6937,Mapped
1630220003,6935,Mapped
1630221001,20375,Mapped
1630221002,6938,Mapped
1630221003,6939,Mapped
1630221004,20376,Mapped
1630228,23734,Mapped
1630229,9331,Mapped
1630230,9929,Mapped
1630235,8951,Mapped
1630268,1818,Mapped
1630269,1819,Mapped
1630270,1821,Mapped
1630272,37575,Mapped
1630273,844,Mapped
1630536,12478,Mapped
1630537,12477,Mapped
1630538,12479,Mapped
1630546,12476,Mapped
1630547,8495,Mapped
1630548,12475,Mapped
1630570,8384,Mapped
1630571,8385,Mapped
1630574,19322,Mapped
1630582,37582,Mapped
1630616,46531,Mapped
1630658,20980,Mapped
1630670,134092,Mapped
1630690,58380,Mapped
1630691,58381,Mapped
1630697,58382,Mapped
1630698,46551,Mapped
1630699,21177,Mapped
1630716,9238,Mapped
1631102,24680,Mapped
1631103,24682,Mapped
1631121,37672,Mapped
1631230,151,Mapped
1631324,37724,Mapped
1631329,N/A,Unmapped
1631330,N/A,Unmapped
1631333,N/A,Unmapped
1631335,37726,Mapped
1631336,37727,Mapped
1631375,7585,Mapped
1631378,161242,Mapped
1631379,161243,Mapped
1631380,161244,Mapped
1631381,161245,Mapped
1631382,161246,Mapped
1631383,137348,Mapped
1631384,161247,Mapped
1631385,161248,Mapped
1631386,161249,Mapped
1631387,161251,Mapped
1631388,137347,Mapped
1631389,161250,Mapped
1631390,161252,Mapped
1631391,161254,Mapped
1631392,161253,Mapped
1631393,161255,Mapped
1631394,161256,Mapped
1631395,147029,Mapped
1631396,161257,Mapped
1631397,161258,Mapped
1631543,37734,Mapped
1631558,55293,Mapped
1632078,37758,Mapped
1632104,1899,Mapped
1632537,37771,Mapped
1632563,N/A,Unmapped
1632586,37777,Mapped
1632600,161259,Mapped
1633041,93120,Mapped
1634052,82572,Mapped
1634482,16800,Mapped
1634483,16801,Mapped
1634488,N/A,Unmapped
1634489,10682,Mapped
1634531,2578,Mapped
1634532,93121,Mapped
1634533,37806,Mapped
1634536,37809,Mapped
1634537,37810,Mapped
1634649,8668,Mapped
1634737,N/A,Unmapped
1634738,N/A,Unmapped
1634739,N/A,Unmapped
1634754,N/A,Unmapped
1634755,N/A,Unmapped
1634805,37836,Mapped
1634868,37848,Mapped
1634872,13226,Mapped
1635037,55297,Mapped
1635073,1088,Mapped
1635075,1089,Mapped
1635078,37854,Mapped
1635119,10124,Mapped
1635481,7180,Mapped
1635554,11460,Mapped
1635555,11465,Mapped
1636038001,7088,Mapped
1636038002,7086,Mapped
1636042,18371,Mapped
1636043,53926,Mapped
1636062,N/A,Unmapped
1636597,19053,Mapped
1636849,N/A,Unmapped
1636850,N/A,Unmapped
1636851,N/A,Unmapped
1636852,N/A,Unmapped
1636853,N/A,Unmapped
1637135,48120,Mapped
1637271,14458,Mapped
1637276,N/A,Unmapped
1637277,N/A,Unmapped
1637278,N/A,Unmapped
1637279,N/A,Unmapped
1637284,12403,Mapped
1637352,18668,Mapped
1637353,18667,Mapped
1639741,38025,Mapped
1639742,16083,Mapped
1639754,12750,Mapped
1639756,12752,Mapped
1639991,38029,Mapped
1640005,15657,Mapped
1640006,15655,Mapped
1640007,15654,Mapped
1640008,15656,Mapped
1640009,15650,Mapped
1640010,15653,Mapped
1640011,15652,Mapped
1640012,15649,Mapped
1640013,15651,Mapped
1640016,164699,Mapped
1640036,38035,Mapped
1640667,N/A,Unmapped
1640668,N/A,Unmapped
1640669,131370,Mapped
1640670,N/A,Unmapped
1640671,N/A,Unmapped
1640672,N/A,Unmapped
1640673,N/A,Unmapped
1640674,N/A,Unmapped
1640675,N/A,Unmapped
1640676,N/A,Unmapped
1640677,N/A,Unmapped
1640678,N/A,Unmapped
1640679,N/A,Unmapped
1640680,N/A,Unmapped
1640681,N/A,Unmapped
1640682,N/A,Unmapped
1640683,N/A,Unmapped
1640684,N/A,Unmapped
1640685,N/A,Unmapped
1640686,N/A,Unmapped
1640687,N/A,Unmapped
1640688,N/A,Unmapped
1640689,N/A,Unmapped
1640690,N/A,Unmapped
1640691,N/A,Unmapped
1640692,N/A,Unmapped
1640693,N/A,Unmapped
1640694,N/A,Unmapped
1640695,N/A,Unmapped
1640696,N/A,Unmapped
1640697,N/A,Unmapped
1640698,N/A,Unmapped
1640699,N/A,Unmapped
1640700,N/A,Unmapped
1640701,N/A,Unmapped
1640702,N/A,Unmapped
1640761,15626,Mapped
1640829,11315,Mapped
1641342,88164,Mapped
1641343,17374,Mapped
1641391,161850,Mapped
1641394,5905,Mapped
1641424,18163,Mapped
1641425,18167,Mapped
1641431,15637,Mapped
1641432,15636,Mapped
1641433,15635,Mapped
1641435,21690,Mapped
1641436,11358,Mapped
1641455,23527,Mapped
1641609,72557,Mapped
1641610,72558,Mapped
1642039,N/A,Unmapped
1642263,38451,Mapped
1642264,38452,Mapped
1642266,38454,Mapped
1642268,38456,Mapped
1642269,38457,Mapped
1642270,38458,Mapped
1642326,17365,Mapped
1642335,7530,Mapped
1642336,21909,Mapped
1642337,21908,Mapped
1642338,21911,Mapped
1642905,8916,Mapped
1642906,23838,Mapped
1642995,23392,Mapped
1644244,1885,Mapped
1644245,1888,Mapped
1644248001,7234,Mapped
1644248002,7233,Mapped
1644249,7051,Mapped
1644561,133647,Mapped
1644946,3554,Mapped
1644956,39213,Mapped
1645098,2462,Mapped
1645099,16193,Mapped
1645113,17118,Mapped
1645121,15714,Mapped
1645135,11531,Mapped
1645136,11515,Mapped
1645137,11526,Mapped
1645155,23121,Mapped
1645291,39251,Mapped
1645292,39252,Mapped
1645306,N/A,Unmapped
1645307,N/A,Unmapped
1645308,N/A,Unmapped
1645309,131374,Mapped
1645310,N/A,Unmapped
1645350,17094,Mapped
1645351,17091,Mapped
1645414,44022,Mapped
1645540,15727,Mapped
1645576,39282,Mapped
1646037,16010,Mapped
1646038,16012,Mapped
1646039,16011,Mapped
1646151,13828,Mapped
1646154,165956,Mapped
1646155,165957,Mapped
1646156,165958,Mapped
1646157,165959,Mapped
1646158,165960,Mapped
1646159,165961,Mapped
1646160,165962,Mapped
1646161,165963,Mapped
1646187,19884,Mapped
1646233,5255,Mapped
1646634,13756,Mapped
1646635,13757,Mapped
1646636,39310,Mapped
1646637,13758,Mapped
1646641,39311,Mapped
1646655,10431,Mapped
1646656,23593,Mapped
1646757,N/A,Unmapped
1647058,9372,Mapped
1647059,10327,Mapped
1647060,9373,Mapped
1647061,10328,Mapped
1647078,21543,Mapped
1647134,24627,Mapped
1647137,44270,Mapped
1647138,24626,Mapped
1647160,16731,Mapped
1647161,16730,Mapped
1647730,20572,Mapped
1647753,39418,Mapped
1647784,39425,Mapped
1647785,39426,Mapped
1647788,21818,Mapped
1647791,1328,Mapped
1647792,10312,Mapped
1647798,39427,Mapped
1647815,16249,Mapped
1647863,3081,Mapped
1647864,3082,Mapped
1647865,3083,Mapped
1647898,166026,Mapped
1647900,10643,Mapped
1647901,39470,Mapped
1647902,10640,Mapped
1647903,10639,Mapped
1648010,39514,Mapped
1648212,39536,Mapped
1648234,167407,Mapped
1648832,N/A,Unmapped
1648848,39631,Mapped
1648852,N/A,Unmapped
1648853,N/A,Unmapped
1648854,N/A,Unmapped
1648855,N/A,Unmapped
1648858,8430,Mapped
1648877,24182,Mapped
1648878,24183,Mapped
1648992,24754,Mapped
1648999,24076,Mapped
1649001,24074,Mapped
1649002,24075,Mapped
1649003,24077,Mapped
1649035,22969,Mapped
1649037,22970,Mapped
1649052,57085,Mapped
1649053,57086,Mapped
1649088,16524,Mapped
1649098,39655,Mapped
1649115,39672,Mapped
1649168,23983,Mapped
1649192,39691,Mapped
1649193,39692,Mapped
1649195,39694,Mapped
1649567,11292,Mapped
1649593,39697,Mapped
1649610,18705,Mapped
1649625,9899,Mapped
1649684,39729,Mapped
1650296,39761,Mapped
1650298,39763,Mapped
1650300,39765,Mapped
1650306,39769,Mapped
1650313005,7159,Mapped
1650314001,7155,Mapped
1650314002,7156,Mapped
1650314004,136711,Mapped
1650315,7164,Mapped
1650316,39775,Mapped
1650317,39776,Mapped
1650318,13408,Mapped
1650342,14642,Mapped
1650346,1072,Mapped
1650361,39780,Mapped
1650570,N/A,Unmapped
1650572,N/A,Unmapped
1650574,N/A,Unmapped
1650576,N/A,Unmapped
1650759,N/A,Unmapped
1650763,39818,Mapped
1650788,39826,Mapped
1650789,8793,Mapped
1650790,8800,Mapped
1650791,23333,Mapped
1650801,167138,Mapped
1651042,N/A,Unmapped
1651043,N/A,Unmapped
1651044,N/A,Unmapped
1651045,N/A,Unmapped
1651047,N/A,Unmapped
1651048,N/A,Unmapped
1651049,N/A,Unmapped
1651050,N/A,Unmapped
1651053,N/A,Unmapped
1651054,N/A,Unmapped
1651055,N/A,Unmapped
1651056,N/A,Unmapped
1651081,47958,Mapped
1651241,16332,Mapped
1651242,16333,Mapped
1651248,39855,Mapped
1651259,39856,Mapped
1651386,16476,Mapped
1651388,17211,Mapped
1651389,55938,Mapped
1651390,17212,Mapped
1651396,1817,Mapped
1651399,15531,Mapped
1651401,15530,Mapped
1651414,39899,Mapped
1651415,39900,Mapped
1651420,39902,Mapped
1651441001,20460,Mapped
1651441002,20462,Mapped
1651441003,20461,Mapped
1651460,19593,Mapped
1651473,57094,Mapped
1651474,57095,Mapped
1651508,39941,Mapped
1651538,N/A,Unmapped
1651539,N/A,Unmapped
1651540,N/A,Unmapped
1651541,N/A,Unmapped
1651542,N/A,Unmapped
1651543,N/A,Unmapped
1651544,N/A,Unmapped
1651550,N/A,Unmapped
1651555,N/A,Unmapped
1651556,N/A,Unmapped
1651558,N/A,Unmapped
1651559,N/A,Unmapped
1651560,N/A,Unmapped
1651564,16452,Mapped
1651566,166239,Mapped
1651579,22092,Mapped
1651585,39958,Mapped
1651636,N/A,Unmapped
1651637,N/A,Unmapped
1651690,39976,Mapped
1651692,57096,Mapped
1651695,16014,Mapped
1651699,39978,Mapped
1651702,N/A,Unmapped
1651704,12763,Mapped
1651807,40048,Mapped
1651842,40052,Mapped
1651843,40053,Mapped
1651844,40054,Mapped
1651894,N/A,Unmapped
1651896,N/A,Unmapped
1651921,40076,Mapped
1651964,55316,Mapped
1651966,150213,Mapped
1651968,40078,Mapped
1652041,2802,Mapped
1652042,14419,Mapped
1652080,40144,Mapped
1652081,40145,Mapped
1652084,40147,Mapped
1652093,12274,Mapped
1652094,12269,Mapped
1652095,12270,Mapped
1652100,12272,Mapped
1652116,1856,Mapped
1652117,15912,Mapped
1652195,9105,Mapped
1652197,N/A,Unmapped
1652198,N/A,Unmapped
1652199,N/A,Unmapped
1652204,N/A,Unmapped
1652205,N/A,Unmapped
1652206,N/A,Unmapped
1652207,N/A,Unmapped
1652208,N/A,Unmapped
1652212,N/A,Unmapped
1652213,N/A,Unmapped
1652214,N/A,Unmapped
1652215,N/A,Unmapped
1652216,N/A,Unmapped
1652220,N/A,Unmapped
1652223,N/A,Unmapped
1652224,N/A,Unmapped
1652225,N/A,Unmapped
1652226,N/A,Unmapped
1652227,N/A,Unmapped
1652228,N/A,Unmapped
1652232,N/A,Unmapped
1652237,N/A,Unmapped
1652238,N/A,Unmapped
1652242,N/A,Unmapped
1652251,N/A,Unmapped
1652252,N/A,Unmapped
1652253,N/A,Unmapped
1652255,N/A,Unmapped
1652256,N/A,Unmapped
1652257,N/A,Unmapped
1652288,40166,Mapped
1652524,19399,Mapped
1652541,14307,Mapped
1652544,14310,Mapped
1652546,14306,Mapped
1652547,14311,Mapped
1652548,40247,Mapped
1652549,40248,Mapped
1652552,40251,Mapped
1652553,40252,Mapped
1652554,40253,Mapped
1652557,16250,Mapped
1652558,16251,Mapped
1652560,16253,Mapped
1652563,16296,Mapped
1652579,24482,Mapped
1652604,40263,Mapped
1652674,55320,Mapped
1652677,40276,Mapped
1652689,40281,Mapped
1652690,40282,Mapped
1652815,N/A,Unmapped
1652816,N/A,Unmapped
1652831,N/A,Unmapped
1652832,N/A,Unmapped
1652833,N/A,Unmapped
1652834,N/A,Unmapped
1652885,21941,Mapped
1652888,21926,Mapped
1652890,8024,Mapped
1652891,21928,Mapped
1652894,21889,Mapped
1652906,3857,Mapped
1652914,150518,Mapped
1652918,1693,Mapped
1652919,40307,Mapped
1652935,25406,Mapped
1652938,N/A,Unmapped
1652939,N/A,Unmapped
1652949,19380,Mapped
1652950,19355,Mapped
1653002,40358,Mapped
1653104,N/A,Unmapped
1653108,N/A,Unmapped
1653109,N/A,Unmapped
1653110,N/A,Unmapped
1653111,N/A,Unmapped
1653112,N/A,Unmapped
1653113,N/A,Unmapped
1653114,N/A,Unmapped
1653116,N/A,Unmapped
1653117,40362,Mapped
1653118,40363,Mapped
1653144,24952,Mapped
1653145,24951,Mapped
1653146,24950,Mapped
1653290,14621,Mapped
1653545,40471,Mapped
1653550,15608,Mapped
1653552,17687,Mapped
1653555,161260,Mapped
1653556,161261,Mapped
1653562,15502,Mapped
1653563,15500,Mapped
1653564,15501,Mapped
1653565,15499,Mapped
1653611002,25530,Mapped
1653611003,25531,Mapped
1653636,59629,Mapped
1653637,59630,Mapped
1653638,59631,Mapped
1653639,59632,Mapped
