Item_Id,vtex_sku_id,product_name,Location_Id,unit_of_measure,hana_qty,pub_qty,unit_cost_clp,total_cost_clp,action,case_reason
2046142,N/A,Unknown Product,J519,UN,14.0,14.0,1547.0,21657.0,NO PUBLICAR,JERARQUIA DESHABILITADA
2046142,N/A,Unknown Product,J503,UN,14.0,14.0,1547.0,21657.0,NO PUBLICAR,JERARQUIA DESHABILITADA
2043057,N/A,Unknown Product,J507,UN,22.0,22.0,984.0,21656.0,NO PUBLICAR,JERARQUIA DESHABILITADA
1124822,N/A,Unknown Product,J781,UN,103.0,103.0,210.0,21656.0,NO PUBLICAR,JERARQUIA DESHABILITADA
1119319,N/A,Unknown Product,J519,UN,4.0,4.0,5414.0,21656.0,NO PUBLICAR,JERARQUIA DESHABILITADA
1119507,N/A,Unknown Product,J503,UN,5.0,5.0,4331.0,21654.0,NO PUBLICAR,JERARQUIA DESHABILITADA
1139698,N/A,Unknown Product,J534,UN,5.0,5.0,4330.0,21652.0,NO PUBLICAR,JERARQUIA DESHABILITADA
1771160,88459,Set 4 piezas bebé rosa T RN,J780,UN,3.0,3.0,7217.0,21651.0,NO PUBLICAR,JERARQUIA DESHABILITADA
1955365,N/A,Unknown Product,J507,UN,3.0,3.0,7217.0,21651.0,NO PUBLICAR,JERARQUIA DESHABILITADA
1615589,N/A,Unknown Product,J507,UN,3.0,3.0,7217.0,21651.0,NO PUBLICAR,JERARQUIA DESHABILITADA
2028444,N/A,Unknown Product,J780,UN,3.0,3.0,7217.0,21651.0,NO PUBLICAR,JERARQUIA DESHABILITADA
1955369,N/A,Unknown Product,J780,UN,3.0,3.0,7217.0,21651.0,NO PUBLICAR,JERARQUIA DESHABILITADA
1771164,88463,Set 4 piezas bebé blanco T 3-6 M,J780,UN,3.0,3.0,7217.0,21651.0,NO PUBLICAR,JERARQUIA DESHABILITADA
1955368,N/A,Unknown Product,J507,UN,3.0,3.0,7217.0,21651.0,NO PUBLICAR,JERARQUIA DESHABILITADA
1955370,N/A,Unknown Product,J507,UN,3.0,3.0,7217.0,21651.0,NO PUBLICAR,JERARQUIA DESHABILITADA
2028442,N/A,Unknown Product,J780,UN,3.0,3.0,7217.0,21651.0,NO PUBLICAR,JERARQUIA DESHABILITADA
